,Dimension,Probability,Number_of_nodes_visited,Path_Length,Solvable,Time
582,50,0.6,6,0,0,0.003084897994995117
583,50,0.6,9,0,0,0.014449834823608398
584,50,0.6,7,0,0,0.0020380020141601562
585,50,0.6,1,0,0,0.0020089149475097656
586,50,0.6,4,0,0,0.0009970664978027344
587,50,0.6,1,0,0,0.0
588,50,0.6,3,0,0,0.0
589,50,0.6,4,0,0,0.0
590,50,0.6,3,0,0,0.0
591,50,0.6,1,0,0,0.002970457077026367
592,50,0.6,3,0,0,0.01307058334350586
593,50,0.6,28,0,0,0.008496761322021484
594,50,0.6,6,0,0,0.006609678268432617
595,50,0.6,10,0,0,0.012274980545043945
596,50,0.6,1,0,0,0.004881143569946289
597,50,0.6,4,0,0,0.005895853042602539
598,50,0.6,1,0,0,0.009374141693115234
599,50,0.6,4,0,0,0.0010373592376708984
600,50,0.7,1,0,0,0.0
601,50,0.7,3,0,0,0.015577077865600586
602,50,0.7,1,0,0,0.016655445098876953
603,50,0.7,1,0,0,0.0021791458129882812
604,50,0.7,1,0,0,0.003658771514892578
605,50,0.7,1,0,0,0.0035784244537353516
606,50,0.7,3,0,0,0.002031564712524414
607,50,0.7,1,0,0,0.010891199111938477
608,50,0.7,1,0,0,0.004438877105712891
609,50,0.7,7,0,0,0.0
610,50,0.7,6,0,0,0.0010454654693603516
611,50,0.7,3,0,0,0.006265163421630859
612,50,0.7,3,0,0,0.0
613,50,0.7,3,0,0,0.007367610931396484
614,50,0.7,1,0,0,0.002194643020629883
615,50,0.7,1,0,0,0.002507448196411133
616,50,0.7,1,0,0,0.003364086151123047
617,50,0.7,1,0,0,0.004472255706787109
618,50,0.7,10,0,0,0.0032196044921875
619,50,0.7,1,0,0,0.0055806636810302734
620,50,0.7,1,0,0,0.0
621,50,0.7,3,0,0,0.002899646759033203
622,50,0.7,3,0,0,0.0034911632537841797
623,50,0.7,1,0,0,0.0010018348693847656
624,50,0.7,9,0,0,0.0
625,50,0.7,4,0,0,0.0
626,50,0.7,3,0,0,0.0
627,50,0.7,11,0,0,0.010452985763549805
628,50,0.7,1,0,0,0.0009965896606445312
629,50,0.7,1,0,0,0.0
