,Dimension,Probability,q-values,Number_of_nodes_visited,Path_Length,Solvable,Time
45,30,0.3,0.1,555,0,0,0.01665806770324707
46,30,0.3,0.1,45,0,0,0.0010352134704589844
47,30,0.3,0.1,556,0,0,0.017891407012939453
48,30,0.3,0.1,4,0,0,0.0
49,30,0.3,0.1,232,59,1,0.01669001579284668
50,30,0.3,0.1,575,0,0,0.032347917556762695
51,30,0.3,0.1,1,0,0,0.015629291534423828
52,30,0.3,0.1,286,59,1,0.026551008224487305
53,30,0.3,0.1,1,0,0,0.0
54,30,0.3,0.1,1,0,0,0.0
55,30,0.3,0.1,58,0,0,0.0
56,30,0.3,0.1,602,0,0,0.08453774452209473
57,30,0.3,0.1,263,59,1,0.015779733657836914
58,30,0.3,0.1,276,59,1,0.01577472686767578
59,30,0.3,0.1,580,0,0,0.014712810516357422
60,30,0.3,0.1,347,61,1,0.01644110679626465
61,30,0.3,0.1,1,0,0,0.0
62,30,0.3,0.1,413,61,1,0.030994892120361328
63,30,0.3,0.1,330,59,1,0.03249812126159668
64,30,0.3,0.1,152,59,1,0.0
65,30,0.3,0.1,4,0,0,0.0
66,30,0.3,0.1,176,59,1,0.0
67,30,0.3,0.1,276,59,1,0.015440940856933594
68,30,0.3,0.1,582,0,0,0.017678260803222656
69,30,0.3,0.1,349,71,1,0.014877080917358398
