,Dimension,Probability,q-values,Number_of_nodes_visited,Path_Length,Solvable,Time
280,50,0.3,0.3,1699,0,0,0.7332882881164551
281,50,0.3,0.3,112,0,0,0.36770105361938477
282,50,0.3,0.3,1665,0,0,0.8156161308288574
283,50,0.3,0.3,1701,0,0,0.8488340377807617
284,50,0.3,0.3,1645,108,1,0.7175784111022949
285,50,0.3,0.3,1685,0,0,1.166670322418213
286,50,0.3,0.3,1694,104,1,0.8346786499023438
287,50,0.3,0.3,1708,98,1,0.7822237014770508
288,50,0.3,0.3,1716,98,1,0.8518016338348389
289,50,0.3,0.3,1634,98,1,0.8166396617889404
290,50,0.3,0.3,1565,100,1,0.6510276794433594
291,50,0.3,0.3,1,0,0,0.24814295768737793
292,50,0.3,0.3,1696,100,1,0.9100949764251709
293,50,0.3,0.3,1660,100,1,0.8347909450531006
294,50,0.3,0.3,6,0,0,0.4508671760559082
295,50,0.3,0.3,1669,100,1,0.9154317378997803
296,50,0.3,0.3,5,0,0,0.7029540538787842
297,50,0.3,0.3,1667,102,1,0.5364875793457031
298,50,0.3,0.3,1699,0,0,0.3780815601348877
299,50,0.3,0.3,1751,102,1,0.4188399314880371
300,50,0.3,0.4,17,0,0,0.21305632591247559
301,50,0.3,0.4,1733,100,1,0.4046599864959717
302,50,0.3,0.4,1709,110,1,0.5166594982147217
303,50,0.3,0.4,1671,0,0,0.7534353733062744
304,50,0.3,0.4,1697,98,1,0.549950122833252
305,50,0.3,0.4,1668,100,1,0.4520282745361328
306,50,0.3,0.4,1,0,0,0.2657763957977295
307,50,0.3,0.4,8,0,0,0.23309707641601562
308,50,0.3,0.4,1727,98,1,0.4935567378997803
309,50,0.3,0.4,1661,98,1,0.4268956184387207
310,50,0.3,0.4,3,0,0,0.13431024551391602
311,50,0.3,0.4,1719,98,1,0.46674394607543945
312,50,0.3,0.4,1700,0,0,0.3992631435394287
313,50,0.3,0.4,1459,0,0,0.35192179679870605
314,50,0.3,0.4,1708,98,1,0.428619384765625
315,50,0.3,0.4,1,0,0,0.016786813735961914
316,50,0.3,0.4,1734,0,0,0.45003461837768555
317,50,0.3,0.4,1695,104,1,0.8773288726806641
318,50,0.3,0.4,1729,98,1,0.946068525314331
319,50,0.3,0.4,1704,100,1,1.1942317485809326
320,50,0.3,0.4,1716,0,0,1.2269349098205566
321,50,0.3,0.4,5,0,0,0.4450235366821289
322,50,0.3,0.4,1655,0,0,1.1001918315887451
323,50,0.3,0.4,15,0,0,0.5383517742156982
324,50,0.3,0.4,1,0,0,0.016910791397094727
325,50,0.3,0.4,1701,100,1,0.9281940460205078
326,50,0.3,0.4,1543,98,1,0.8811917304992676
327,50,0.3,0.4,1755,100,1,0.9632558822631836
328,50,0.3,0.4,1707,0,0,0.9390873908996582
329,50,0.3,0.4,1705,98,1,0.9499149322509766
330,50,0.3,0.4,3,0,0,0.43600034713745117
331,50,0.3,0.4,31,0,0,0.5520627498626709
332,50,0.3,0.4,11,0,0,0.532113790512085
333,50,0.3,0.4,1748,0,0,1.338599681854248
334,50,0.3,0.4,1691,102,1,0.9987425804138184
335,50,0.3,0.4,1543,0,0,1.0064427852630615
336,50,0.3,0.4,1707,102,1,0.8559956550598145
337,50,0.3,0.4,1725,0,0,1.07497239112854
338,50,0.3,0.4,6,0,0,0.705000638961792
339,50,0.3,0.4,1,0,0,0.018157958984375
340,50,0.3,0.4,1693,0,0,0.8879895210266113
341,50,0.3,0.4,1697,106,1,1.1925756931304932
342,50,0.3,0.4,1681,100,1,0.8663108348846436
343,50,0.3,0.4,1619,100,1,0.9179408550262451
344,50,0.3,0.4,1692,98,1,0.791217565536499
345,50,0.3,0.4,1461,98,1,0.48699188232421875
346,50,0.3,0.4,1690,98,1,0.7743113040924072
347,50,0.3,0.4,1620,104,1,0.7490932941436768
348,50,0.3,0.4,1717,98,1,0.9053688049316406
349,50,0.3,0.4,1666,102,1,0.5403177738189697
350,50,0.3,0.4,1664,0,0,0.717933177947998
351,50,0.3,0.4,1640,0,0,0.8314683437347412
352,50,0.3,0.4,1655,100,1,1.0535647869110107
353,50,0.3,0.4,1674,0,0,1.1371359825134277
354,50,0.3,0.4,1673,98,1,0.9570128917694092
355,50,0.3,0.4,11,0,0,0.36737537384033203
356,50,0.3,0.4,1662,102,1,0.9164559841156006
357,50,0.3,0.4,1648,98,1,0.8522818088531494
358,50,0.3,0.4,5,0,0,0.32286500930786133
359,50,0.3,0.4,1618,104,1,0.725534200668335
360,50,0.3,0.4,34,0,0,0.24704241752624512
361,50,0.3,0.4,1763,100,1,0.7755544185638428
362,50,0.3,0.4,1645,106,1,0.8864119052886963
363,50,0.3,0.4,1,0,0,0.35581040382385254
364,50,0.3,0.4,1695,112,1,1.0551643371582031
365,50,0.3,0.4,1800,0,0,1.006211519241333
366,50,0.3,0.4,1693,100,1,0.8502557277679443
367,50,0.3,0.4,12,0,0,0.5527365207672119
368,50,0.3,0.4,3,0,0,0.01617574691772461
369,50,0.3,0.4,1,0,0,0.7763810157775879
370,50,0.3,0.4,1,0,0,0.015634775161743164
371,50,0.3,0.4,1,0,0,0.015628814697265625
372,50,0.3,0.4,1670,0,0,0.8711977005004883
373,50,0.3,0.4,1731,98,1,0.7847292423248291
374,50,0.3,0.4,21,0,0,0.19065618515014648
375,50,0.3,0.4,5,0,0,0.43775129318237305
376,50,0.3,0.4,1642,100,1,1.0327017307281494
377,50,0.3,0.4,3,0,0,0.40033483505249023
378,50,0.3,0.4,1675,104,1,0.9767508506774902
379,50,0.3,0.4,1690,98,1,1.0126211643218994
380,50,0.3,0.4,1488,0,0,1.0587005615234375
381,50,0.3,0.4,1701,98,1,0.8430163860321045
382,50,0.3,0.4,1704,0,0,1.2253642082214355
383,50,0.3,0.4,1603,0,0,1.204268455505371
384,50,0.3,0.4,1722,0,0,1.2642476558685303
385,50,0.3,0.4,1691,98,1,0.9992489814758301
386,50,0.3,0.4,1666,110,1,1.0251173973083496
387,50,0.3,0.4,1,0,0,0.015750646591186523
388,50,0.3,0.4,1,0,0,0.3955955505371094
389,50,0.3,0.4,1732,0,0,1.2343063354492188
390,50,0.3,0.4,1680,98,1,0.9663429260253906
391,50,0.3,0.4,1747,98,1,1.1550817489624023
392,50,0.3,0.4,1688,100,1,1.008000373840332
393,50,0.3,0.4,1578,100,1,0.9272551536560059
394,50,0.3,0.4,5,0,0,0.6108658313751221
395,50,0.3,0.4,1779,0,0,1.1786904335021973
396,50,0.3,0.4,1636,98,1,0.8186771869659424
397,50,0.3,0.4,1739,0,0,1.1207354068756104
398,50,0.3,0.4,1,0,0,0.30624961853027344
399,50,0.3,0.4,1,0,0,0.4820113182067871
400,50,0.3,0.5,3,0,0,0.015623331069946289
401,50,0.3,0.5,1699,108,1,0.9036915302276611
402,50,0.3,0.5,11,0,0,0.5679481029510498
403,50,0.3,0.5,1701,98,1,1.1889970302581787
404,50,0.3,0.5,1670,100,1,0.933387041091919
405,50,0.3,0.5,1713,0,0,1.0908541679382324
406,50,0.3,0.5,1660,98,1,1.0505340099334717
407,50,0.3,0.5,17,0,0,0.8000459671020508
408,50,0.3,0.5,1765,100,1,1.2314276695251465
409,50,0.3,0.5,1736,98,1,1.1997325420379639
410,50,0.3,0.5,4,0,0,0.6372883319854736
411,50,0.3,0.5,1572,100,1,1.0125534534454346
412,50,0.3,0.5,1666,0,0,1.1052048206329346
413,50,0.3,0.5,1686,0,0,0.967125654220581
414,50,0.3,0.5,1714,0,0,1.0854682922363281
415,50,0.3,0.5,4,0,0,0.4131753444671631
416,50,0.3,0.5,7,0,0,0.4699432849884033
417,50,0.3,0.5,1746,98,1,1.1160888671875
418,50,0.3,0.5,1643,106,1,0.9927442073822021
419,50,0.3,0.5,1699,0,0,1.1498711109161377
420,50,0.3,0.5,7,0,0,0.3688981533050537
421,50,0.3,0.5,1,0,0,0.015697240829467773
422,50,0.3,0.5,1,0,0,0.5348312854766846
423,50,0.3,0.5,1739,102,1,0.9207942485809326
424,50,0.3,0.5,1669,98,1,0.9932746887207031
425,50,0.3,0.5,4,0,0,0.624204158782959
426,50,0.3,0.5,1569,102,1,1.0414628982543945
427,50,0.3,0.5,1,0,0,0.4179213047027588
428,50,0.3,0.5,1619,104,1,1.0678584575653076
429,50,0.3,0.5,7,0,0,0.5152294635772705
430,50,0.3,0.5,4,0,0,0.5341823101043701
431,50,0.3,0.5,1616,106,1,1.0350966453552246
432,50,0.3,0.5,1647,100,1,1.0207631587982178
433,50,0.3,0.5,1708,0,0,1.1046762466430664
434,50,0.3,0.5,12,0,0,0.4100804328918457
435,50,0.3,0.5,5,0,0,0.015624761581420898
436,50,0.3,0.5,1675,0,0,1.1668288707733154
437,50,0.3,0.5,1695,0,0,1.1916215419769287
438,50,0.3,0.5,1683,0,0,1.216667652130127
439,50,0.3,0.5,7,0,0,0.5332107543945312
440,50,0.3,0.5,31,0,0,0.5818653106689453
